"sampleID"	"longitude"	"latitude"	"test"	"region"	"population"
"HGDP00068"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00070"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00072"	66.5	30.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00074"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00076"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00078"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00080"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00082"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00086"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00088"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00090"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00092"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00094"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00096"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00098"	66.5	30.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Balochi"
"HGDP00099"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00100"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00102"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00103"	70	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00104"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00105"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00106"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00108"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00109"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00110"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00115"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00118"	70	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00120"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00121"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00122"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00124"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00125"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00127"	70	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00129"	70	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Hazara"
"HGDP00130"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00131"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00133"	64	26	TRUE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00134"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00135"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00136"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00137"	64	26	TRUE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00139"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00140"	64	26	TRUE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00141"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00143"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00144"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00145"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00146"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00148"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00149"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00150"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00151"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00153"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00154"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00155"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00157"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00158"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00160"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00161"	64	26	FALSE	"CENTRAL_SOUTH_ASIA"	"Makrani"
"HGDP00163"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00165"	69	25.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00167"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00169"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00171"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00173"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00175"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00177"	69	25.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00179"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00181"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00183"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00185"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00187"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00189"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00191"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00192"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00195"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00197"	69	25.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00199"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00201"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00205"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00206"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00208"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00210"	69	25.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Sindhi"
"HGDP00213"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00214"	70.5	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00216"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00218"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00222"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00224"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00226"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00228"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00230"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00232"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00234"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00237"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00239"	70.5	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00241"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00243"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00244"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00247"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00248"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00251"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00254"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00258"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00259"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00262"	70.5	33.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00264"	70.5	33.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Pathan"
"HGDP00274"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00277"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00279"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00281"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00285"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00286"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00288"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00290"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00298"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00302"	71.5	36	TRUE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00304"	71.5	36	TRUE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00307"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00309"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00311"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00313"	71.5	36	TRUE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00315"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00319"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00323"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00326"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00328"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00330"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00333"	71.5	36	FALSE	"CENTRAL_SOUTH_ASIA"	"Kalash"
"HGDP00338"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00341"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00346"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00351"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00356"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00359"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00364"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00371"	74	36.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00372"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00376"	74	36.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00382"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00388"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00392"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00397"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00402"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00407"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00412"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00417"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00423"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00428"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00433"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00438"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00444"	74	36.5	FALSE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00445"	74	36.5	TRUE	"CENTRAL_SOUTH_ASIA"	"Burusho"
"HGDP00449"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00450"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00452"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00453"	17	4	TRUE	"AFRICA"	"Biaka"
"HGDP00454"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00455"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00456"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00457"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00458"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00459"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00460"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00461"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00462"	29	1	TRUE	"AFRICA"	"Mbuti"
"HGDP00463"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00464"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00466"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00467"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00469"	17	4	TRUE	"AFRICA"	"Biaka"
"HGDP00470"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00471"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00472"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00473"	17	4	TRUE	"AFRICA"	"Biaka"
"HGDP00474"	29	1	TRUE	"AFRICA"	"Mbuti"
"HGDP00475"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00476"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00478"	29	1	FALSE	"AFRICA"	"Mbuti"
"HGDP00479"	17	4	FALSE	"AFRICA"	"Biaka"
"HGDP00491"	155	-6	FALSE	"OCEANIA"	"Bougainville"
"HGDP00511"	2	46	FALSE	"EUROPE"	"French"
"HGDP00512"	2	46	FALSE	"EUROPE"	"French"
"HGDP00513"	2	46	FALSE	"EUROPE"	"French"
"HGDP00514"	2	46	FALSE	"EUROPE"	"French"
"HGDP00515"	2	46	FALSE	"EUROPE"	"French"
"HGDP00516"	2	46	TRUE	"EUROPE"	"French"
"HGDP00517"	2	46	FALSE	"EUROPE"	"French"
"HGDP00518"	2	46	FALSE	"EUROPE"	"French"
"HGDP00519"	2	46	FALSE	"EUROPE"	"French"
"HGDP00520"	2	46	TRUE	"EUROPE"	"French"
"HGDP00521"	2	46	FALSE	"EUROPE"	"French"
"HGDP00522"	2	46	FALSE	"EUROPE"	"French"
"HGDP00523"	2	46	FALSE	"EUROPE"	"French"
"HGDP00524"	2	46	FALSE	"EUROPE"	"French"
"HGDP00525"	2	46	FALSE	"EUROPE"	"French"
"HGDP00526"	2	46	FALSE	"EUROPE"	"French"
"HGDP00527"	2	46	FALSE	"EUROPE"	"French"
"HGDP00528"	2	46	FALSE	"EUROPE"	"French"
"HGDP00529"	2	46	FALSE	"EUROPE"	"French"
"HGDP00530"	2	46	TRUE	"EUROPE"	"French"
"HGDP00531"	2	46	FALSE	"EUROPE"	"French"
"HGDP00533"	2	46	FALSE	"EUROPE"	"French"
"HGDP00534"	2	46	FALSE	"EUROPE"	"French"
"HGDP00535"	2	46	FALSE	"EUROPE"	"French"
"HGDP00536"	2	46	FALSE	"EUROPE"	"French"
"HGDP00537"	2	46	FALSE	"EUROPE"	"French"
"HGDP00538"	2	46	FALSE	"EUROPE"	"French"
"HGDP00539"	2	46	FALSE	"EUROPE"	"French"
"HGDP00540"	143	-4	TRUE	"OCEANIA"	"PapuanSepik"
"HGDP00541"	143	-4	FALSE	"OCEANIA"	"PapuanSepik"
"HGDP00542"	143	-4	TRUE	"OCEANIA"	"PapuanSepik"
"HGDP00543"	143	-4	FALSE	"OCEANIA"	"PapuanSepik"
"HGDP00544"	143	-4	FALSE	"OCEANIA"	"PapuanSepik"
"HGDP00545"	143	-4	TRUE	"OCEANIA"	"PapuanSepik"
"HGDP00546"	143	-4	FALSE	"OCEANIA"	"PapuanSepik"
"HGDP00547"	143	-4	FALSE	"OCEANIA"	"PapuanSepik"
"HGDP00548"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00549"	145.4	-6.1	TRUE	"OCEANIA"	"PapuanHighlands"
"HGDP00550"	145.4	-6.1	TRUE	"OCEANIA"	"PapuanHighlands"
"HGDP00551"	145.4	-6.1	TRUE	"OCEANIA"	"PapuanHighlands"
"HGDP00552"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00553"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00554"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00555"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00556"	145.4	-6.1	FALSE	"OCEANIA"	"PapuanHighlands"
"HGDP00557"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00558"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00559"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00560"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00561"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00562"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00563"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00564"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00565"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00566"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00567"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00568"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00569"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00571"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00572"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00573"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00574"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00575"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00576"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00577"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00578"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00579"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00580"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00581"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00582"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00583"	35	32	TRUE	"MIDDLE_EAST"	"Druze"
"HGDP00584"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00586"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00587"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00588"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00590"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00591"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00594"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00595"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00597"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00598"	35	32	TRUE	"MIDDLE_EAST"	"Druze"
"HGDP00599"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00600"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00601"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00602"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00604"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00606"	35	32	FALSE	"MIDDLE_EAST"	"Druze"
"HGDP00607"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00608"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00609"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00610"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00611"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00612"	35	31	TRUE	"MIDDLE_EAST"	"Bedouin"
"HGDP00613"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00614"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00615"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00616"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00618"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00619"	35	31	TRUE	"MIDDLE_EAST"	"Bedouin"
"HGDP00620"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00621"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00622"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00623"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00624"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00625"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00626"	35	31	TRUE	"MIDDLE_EAST"	"Bedouin"
"HGDP00627"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00628"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00629"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00630"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00631"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
"HGDP00632"	35	31	FALSE	"MIDDLE_EAST"	"Bedouin"
